temperature;1750 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;603
2;611
12;632
22;762
32;879
42;1181
52;1402
62;1583
72;1667
82;1724
92;1735
97;1744
102;1746
107;1749
112;1749
117;1750
122;1749
127;1747
132;1747
137;1746
142;1746
147;1742
152;1738
157;1731
162;1726
167;1705
172;1684
177;1657
182;1598
187;1501
192;1415
197;1322
202;1205
206;1099
210;1044
