temperature;1450 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;514
2;520
12;548
22;635
32;742
42;942
52;1104
62;1242
72;1323
82;1379
92;1408
97;1421
102;1430
107;1437
112;1440
117;1444
122;1447
127;1449
132;1450
137;1450
142;1450
147;1448
152;1445
157;1440
162;1433
167;1420
172;1402
177;1377
182;1339
187;1281
192;1221
197;1157
202;1069
206;992
210;944
