temperature;1650 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;574
2;581
12;605
22;720
32;834
42;1103
52;1304
62;1471
72;1554
82;1611
92;1628
97;1638
102;1643
107;1647
112;1648
117;1650
122;1650
127;1649
132;1650
137;1649
142;1649
147;1646
152;1642
157;1636
162;1630
167;1612
172;1592
177;1565
182;1513
187;1429
192;1352
197;1268
202;1161
206;1064
210;1012
