temperature;1350 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;484
2;489
12;520
22;592
32;696
42;861
52;1004
62;1127
72;1206
82;1262
92;1298
97;1312
102;1323
107;1331
112;1336
117;1341
122;1345
127;1348
132;1350
137;1350
142;1350
147;1349
152;1346
157;1341
162;1334
167;1323
172;1307
177;1283
182;1251
187;1207
192;1156
197;1101
202;1023
206;955
210;910
