temperature;1600 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;559
2;566
12;590
22;699
32;811
42;1062
52;1254
62;1414
72;1496
82;1553
92;1573
97;1584
102;1589
107;1594
112;1596
117;1599
122;1599
127;1599
132;1600
137;1599
142;1599
147;1596
152;1593
157;1587
162;1580
167;1564
172;1544
177;1518
182;1469
187;1392
192;1319
197;1240
202;1138
206;1046
210;995
