temperature;1400 K
pressure;4000 Pa
length;mm
temperature;K
profile;
0;499
2;504
12;534
22;613
32;719
42;902
52;1054
62;1185
72;1265
82;1321
92;1353
97;1366
102;1376
107;1384
112;1388
117;1393
122;1396
127;1399
132;1400
137;1400
142;1400
147;1398
152;1395
157;1391
162;1383
167;1371
172;1355
177;1330
182;1295
187;1244
192;1188
197;1129
202;1046
206;973
210;927
